Pool,Day,Month,Year,Transect_Direction,Species,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,41,
Santa Catalina,29,6,2004,EW,Ambrosia psylostachya,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Anagalis arvensis,1,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Avena barbata,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Avena fatua,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Baccharis pilularis,,,,,,,1,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Brodiea jolonensis,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Bromus diandrus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Bromus hordeaceous,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Calystegia macrostegia,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Capsella bursa-pastoris,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Castilleja exserta ,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Centunculus minimus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Chamomilla suaveolens,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Chenepode?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Conyza canadensis,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Coronopus didymus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Cotula coronopofolia,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Crassula aquatica,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Cyperus strigosus? (nut sedge),,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Distichlis spicata,,5,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Echinochloa crusgalli,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Elatine brachysperma,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Eleocharis acicularis,,,30,,,1,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Eleocharis macrostachya,,,50,73,35,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Eremocarpus setigerus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Erodium botrys,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Eryngium armatum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Eryngium vaseyi,,35,20,7,2,11,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Eschscholzia californica,4,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Euthamia occidentalis,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Frankenia salina,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Geranium dissectum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Gnaphalium luteo-album,1,,,,,,1,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Grindelia camporum,65,2,,,,,30,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Hemizonia parryi ssp. australis,4,,1,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Hordeum br. ssp. br.,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Hordeum marinum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Hordeum murinum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Isocoma mensiesii,1,1,,,,,1,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Juncus bufonius,,1,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Juncus occidentalis,,4,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Juncus phaeocephalus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Lactuca serriola,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Lolium multiflorum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Lupinus bicolor,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Lupinus succulentus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Lythrum hyssopifolium,,,,,,1,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Malva parviflora,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Medicago polymorpha,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Melilotus sp.?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Nassella pulchra,5,,,,,,7,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Oxalis pes-caprae,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Paraphalis incurva,,,,,,,2,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Phalaris lemmonii,,,,,,1,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Plagiobothrys undulates,,,,,,11,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Plantago elongata,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Plantago lanceolata,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Poa annua,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Polygonum arenastrum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Polypogon monspeliensis,,1,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Psilocarphus brevissimus,,2,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Raphanus sativus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Rumex acetosella,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Rumex crispus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Solanum sp.?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Sonchus,,,,,,,1,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Spergularia sp.?,1,1,,,,3,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Stachys ajugoides,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Veronica?Virginica?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Vicia sp.,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Vulpia sp.,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Bare,25,50,15,20,65,72,57,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,Thatch,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,29,6,2004,EW,unk.,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Alopecurus saccatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Ambrosia psylostachya,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Anagalis arvensis,5,4,1,,,,,,,,,1,,,,,,,,,
San Miguel,26,4,2005,SN,Artemesis douglasiana,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Avena barbata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Avena fatua,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Baccharis pilularis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Brodiea jolonensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Bromus diandrus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Bromus hordeaceous,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Calystegia macrostegia,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Camissonia cheirthifolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Cammisonia micrantha,15,2,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Capsella bursa-pastoris,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Carpobrotus edulis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Castilleja exserta ,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Centromedia parryi ssp.australis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Centunculus minimus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Centurium muehlenbergii,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Chamomilla suaveolens,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Chenepode?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Conyza canadensis,,,,,,,,,,,,1,,,,,,,,,
San Miguel,26,4,2005,SN,Conyza coulteri,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Coronopus didymus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Cotula australis,2,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Cotula coronopofolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Crassula aquatica,,,,,,,,,5,2,,,,,,,,,,,
San Miguel,26,4,2005,SN,Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Cyperus strigosus? (nut sedge),,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Distichlis spicata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Echinochloa crusgalli,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Elatine brachysperma,,,,,,,,,2,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Eleocharis acicularis,,,2,30,50,,,,10,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Eleocharis macrostachya,,,,,30,50,20,30,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Eremocarpus setigerus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Erodium botrys,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Eriogonum parvifolium,3,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Eryngium armatum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Eryngium vaseyi,,,5,20,5,,2,10,30,30,,1,,,,,,,,,
San Miguel,26,4,2005,SN,Eschscholzia californica,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Euthamia occidentalis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Frankenia salina,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Geranium dissectum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Gnaphalium luteo-album,,,,,,,,,,,,1,,,,,,,,,
San Miguel,26,4,2005,SN,Grindelia camporum,10,30,30,2,,,,,,12,55,20,,,,,,,,,
San Miguel,26,4,2005,SN,Hordeum br. ssp. br.,3,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Hordeum br. ssp. ca.,,,2,,,,,,,2,2,2,,,,,,,,,
San Miguel,26,4,2005,SN,Hordeum marinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Hordeum murinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Isocoma menziesii,5,,,,,,,,,,,2,,,,,,,,,
San Miguel,26,4,2005,SN,Juncus bufonius,,2,25,,,,,,,2,2,4,,,,,,,,,
San Miguel,26,4,2005,SN,Juncus occidentalis,,,4,,,,,,,3,,,,,,,,,,,
San Miguel,26,4,2005,SN,Juncus phaeocephalus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lactuca serriola,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lessingia filaginafolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lolium multiflorum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lotus salsuginosos,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lupinus bicolor,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lupinus succulentus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Lythrum hyssopifolium,,1,,,,,,,,,,1,,,,,,,,,
San Miguel,26,4,2005,SN,Malva parviflora,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Medicago polymorpha,3,3,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Melilotus sp.?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Nassella pulchra,6,,,,,,,,,,5,5,,,,,,,,,
San Miguel,26,4,2005,SN,Oxalis pes-caprae,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Paraphalis incurva,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Phalaris lemmonii,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Plagiobothrys undulates,,,2,20,,,,,15,2,,,,,,,,,,,
San Miguel,26,4,2005,SN,Plantago elongata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Plantago lanceolata,,1,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Poa annua,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Polygonum arenastrum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Polypogon monspeliensis,,15,,,,,,,,,1,1,,,,,,,,,
San Miguel,26,4,2005,SN,Portulaca oleracea,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Psilocarphus brevissimus,,,2,2,,,,,5,3,,,,,,,,,,,
San Miguel,26,4,2005,SN,Rhaphanus sativus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Rumex acetosella,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Rumex crispus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Sencio vulgares,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Solanum sp.?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Sonchus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Spergularia sp.?,,,,,,,,,,,2,,,,,,,,,,
San Miguel,26,4,2005,SN,Stachys ajugoides,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Trifolium,2,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Urtica urens,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Veronica?Virginica?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Vicia sp.,,30,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Vulpia sp.,,,2,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,open water,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,Bare,60,20,30,26,20,50,80,60,30,35,35,70,,,,,,,,,
San Miguel,26,4,2005,SN,Thatch,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,SN,unk algae,,,,,,,,,3,,,,,,,,,,,,
San Miguel,26,4,2005,SN,unk. White moss,,,,,,,,,,20,,,,,,,,,,,
San Miguel,26,4,2005,EW,Alopecurus saccatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Ambrosia psylostachya,15,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Anagalis arvensis,,2,,,,,,,,,1,1,,,,,,,,,
San Miguel,26,4,2005,EW,Artemisia douglasiana,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Atriplex coulteri,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Avena barbata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Avena fatua,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Baccharis pilularis,,,,,,,,,,,,,,,15,,,,,,
San Miguel,26,4,2005,EW,Brodiea jolonensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Bromus diandrus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Bromus hordeaceous,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Calystegia macrostegia,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Camissonia sp.,,,,,,,,,,,,,,,,25,6,,,,
San Miguel,26,4,2005,EW,Capsella bursa-pastoris,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Carpobrotus edulis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Castilleja densiflora ,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Centromedia parryi ssp.australis,,10,2,,,,,,,,,,,2,5,13,12,,,,
San Miguel,26,4,2005,EW,Centunculus minimus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Centurium muehlenbergii,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Chamaesyce maculata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Chamomilla suaveolens,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Chenepode?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Conyza canadensis,,2,,,,,,,,,,,,,,2,,,,,
San Miguel,26,4,2005,EW,Conyza coulteri,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Convolvulus arvensis,2,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Coronopus didymus,,,,,,,,,,,,,,,,,2,,,,
San Miguel,26,4,2005,EW,Cotula australis,,1,10,,,,,,,,,,,,2,2,,,,,
San Miguel,26,4,2005,EW,Cotula coronopofolia,,,,,,,,,,,,,,,,1,,,,,
San Miguel,26,4,2005,EW,Crassula aquatica,,,,,,,,,,,,,3,3,,,,,,,
San Miguel,26,4,2005,EW,Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Cyperus strigosus? (nut sedge),,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Distichlis spicata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Echinochloa crusgalli,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Elatine brachysperma,,,,,,,,,,,,,,2,,,,,,,
San Miguel,26,4,2005,EW,Eleocharis acicularis,,,,,,30,,,,,,2,30,1,,,,,,,
San Miguel,26,4,2005,EW,Eleocharis macrostachya,,,,,,,45,70,40,10,1,,,,,,,,,,
San Miguel,26,4,2005,EW,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Eremocarpus setigerus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Eriogonum parvifolium,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Erodium botrys,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Eryngium armatum,,,2,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Eryngium vaseyi,3,2,10,25,40,10,8,,,1,5,8,15,8,10,2,,,,,
San Miguel,26,4,2005,EW,Eschscholzia californica,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Euthamia occidentalis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Frankenia salina,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Geranium dissectum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Gnaphalium luteo-album,1,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Grindelia camporum,5,5,15,,,,,,,,,,,1,40,3,,,,,
San Miguel,26,4,2005,EW,Hazardia squarosa,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Hordeum br. ssp. br.,,8,,,,,,,,,,,,,8,,,,,,
San Miguel,26,4,2005,EW,Hordeum br. ssp. ca.,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Hordeum marinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Hordeum murinum,,,,,,,,,,,,,,,,2,,,,,
San Miguel,26,4,2005,EW,Isocoma menziesii,,2,15,,,,,,,,,,,,5,2,,,,,
San Miguel,26,4,2005,EW,Juncus bufonius,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Juncus occidentalis,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Juncus phaeocephalus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Lactuca serriola,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Lessingia filaginafolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Lolium multiflorum,,,,,,,,,,,,,,,,,3,,,,
San Miguel,26,4,2005,EW,Lotus salsuginosos,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Lupinus bicolor,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Lupinus succulentus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Lythrum hyssopifolium,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Malva parviflora,,1,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Medicago polymorpha,,12,1,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Melilotus sp.?,,,,,,,,,,,,,,,,,10,,,,
San Miguel,26,4,2005,EW,Nassella pulchra,15,6,,,,,,,,,,,,,,2,15,,,,
San Miguel,26,4,2005,EW,Oxalis pes-caprae,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Paraphalis incurva,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Phalaris lemmonii,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Plagiobothrys undulates,,2,,2,2,,,,,,,1,,8,,,4,,,,
San Miguel,26,4,2005,EW,Plantago elongata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Plantago lanceolata,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Poa annua,,,1,,,,,,,,,,,,2,,,,,,
San Miguel,26,4,2005,EW,Polygonum arenastrum,2,1,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Polypogon monspeliensis,,1,,8,,40,,,,,,,,,1,,,,,,
San Miguel,26,4,2005,EW,Portulaca oleracea,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Psilocarphus brevissimus,,4,5,2,10,1,,,,,,,,10,3,,,,,,
San Miguel,26,4,2005,EW,Rhaphanus sativus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Rumex acetosella,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Rumex crispus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Scirpus californicus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Scirpus cernus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Scirpus maritimus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Sencio vulgares,,,,,,,,,,,,,,,,1,,,,,
San Miguel,26,4,2005,EW,Sisymbrium irio,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Solanum sp.?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Sonchus,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Spergularia macrotheca,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Spergularia sp.?,,2,,,,,,,,,,,,,,2,3,,,,
San Miguel,26,4,2005,EW,Stachys ajugoides,,,,,,,,,,,,,,,1,,,,,,
San Miguel,26,4,2005,EW,Veronica?Virginica?,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Vicia sp.,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Vulpia sp.,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Algae,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Open water,,,,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,Bare,60,50,30,10,45,20,50,80,60,90,95,90,50,40,24,50,50,,,,
San Miguel,26,4,2005,EW,Thatch,,8,22,,,,,,,,,,,,,,,,,,
San Miguel,26,4,2005,EW,unk. Moss,,,,80,,,,,,,,,,40,,,,,,,
Santa Rosa,26,4,2005,SN,Alopecurus saccatus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,26,4,2005,SN,Ambrosia psylostachya,,,,,,,,,,,,,,14,,,,,,,
Santa Rosa,26,4,2005,SN,Anagalis arvensis,1,8,1,,,,,,,,,,3,,,,,,,,
Santa Rosa,26,4,2005,SN,Artemesis douglasiana,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,26,4,2005,SN,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,26,4,2005,SN,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,26,4,2005,SN,Avena barbata,,,,,,,,,,,,,,,,,,,,,
